title,author,genre,description,category,rating,maturity rating,page count
The Harbinger,['Jonathan Cahn'],thriller,"""The Harbinger opens with the appearance of a man burdened with a message he has received from a mysterious figure called The Prophet. The Prophet has given him nine seals, each containing a message about America's future ... As the story unfolds, each revelation becomes a piece in a greater puzzle -- the ramifications of which will even alter the course of world history.""--Publisher's website.",['Fiction'],4.5,NOT_MATURE,274
The Waste Lands,['Stephen King'],thriller,"There are new evils, new dangers to threaten Roland's little band in the devastated city of Lud and the surrounding wastelands, as well as horrific confrontations with Blaine the Mono, the piratical Gasher, and the frightening Tick-Tock Man.",['Adventure fiction'],4,NOT_MATURE,584
The Dead Zone,['Stephen King'],thriller,A supernatural thriller that plunges the reader into the fate awaiting all mankind -- The Dead Zone. Copyright © Libri GmbH. All rights reserved.,['Ability'],3.5,NOT_MATURE,392
Scarecrow,['Matthew Reilly'],thriller,"When a $20,000,000 bounty is placed on his head, Scarecrow Schofield begins an international race for survival during which he unravels a vast conspiracy that reveals why he has been targeted.",['Fiction'],3.5,NOT_MATURE,484
Sandstorm,['James Rollins'],thriller,"Twenty years after a wealthy British financier disappears near the site of a lost fabled city, the man's daughter leads an expedition of scientists in search of the city, which harbors a powerful but dangerous energy source with the potential to both fuel and destroy the planet. Reprint.",['Fiction'],4,NOT_MATURE,375
He Will Be My Ruin,['K.A. Tucker'],thriller,"K.A. Tucker makes her suspense debut with this sexy, heart pounding story of a young woman determined to find justice after her best friend's death.",['Fiction'],3.5,NOT_MATURE,352
The Holcroft Covenant,['Robert Ludlum'],thriller,"The Fourth Reich is waiting to be born. The only man who can stop it is about to sign its birth certificate. In 1945 the children of the Third Reich were secretly hidden all over the world-to be concealed until the 1970's, when they would come of age. Then the most elaborate plans and $780 million in a Swiss bank would be waiting. There would even be an unsuspecting outsider to set the plan into action. that outsider is Noel Holcroft, the American son of a high-ranking Nazi. He's just been shown an amazing document, the Holcroft Covenant. If he signs, it will be his own death warrant and a devastating threat to the security of the world.",['Adventure stories'],3.5,NOT_MATURE,509
Path of the Assassin,['Brad Thor'],thriller,"With action-packed prose and dead-on authenticity, Thor and his indomitable hero Scot Harvath--from ""The Lions of Lucerne""--are back, raising the stakes and taking on an anonymous terrorist bent on stoking a global holy war of apocalyptic proportions.",['Fiction'],4,NOT_MATURE,545
The Shadow of the Wind,['Carlos Ruiz Zafón'],thriller,"It is 1945 and Barcelona is enduring the long aftermath of civil war when Daniel Sempere's bookseller father decides his son is old enough to visit the secret Cemetery of Forgotten Books. There Daniel must adopt a single book, promising to care for it and keep it alive always. His choice falls on The Shadow of the Wind. Bewitched, he embarks on an epic quest to find the truth about Julian Carax, the book's mysterious author. Soon Daniel is consumed by strange discoveries about love and obsession, art and life, and how they become entangled within the shadow world of books. The Shadow of the Wind is a mesmerising love story and literary thriller, which twists and turns and enthrals with its cast of vengeful souls, threatening spectres and innocent hearts.",['Barcelona (Spain)'],4,NOT_MATURE,521
Harvest,['Tess Gerritsen'],thriller,Mystery fiction. Detective and mystery stories. Another book in the series A Mizzoli and Isles Thriller.,['Boston (Mass.)'],4,NOT_MATURE,516
Coyote Waits,['Tony Hillerman'],thriller,"When Navajo Tribal Policeman Delbert Nez is murdered, Lt. Joe Leaphorn and Officer Jim Chee begin an investigation that unravels a complex plot involving an historical find, a lost fortune, and the mythical Coyote, who is always waiting--and always hungry.",['Fiction'],3.5,NOT_MATURE,388
Pines,['Blake Crouch'],thriller,No description,No category,0,Not rated,No data
A Simple Plan,['Scott Smith'],thriller,Two brothers and their friend stumble upon the wreakage of a plane--the pilot is dead and his duffle bag contains four million dollars in cash.,['Brothers'],4,NOT_MATURE,426
Immoral,['Brian Freeman'],thriller,"In a moral world, murder is the ultimate crime, a killer pays the ultimate price, and the victim remains buried. Unless everyone is immoral.",['Fiction'],3.5,NOT_MATURE,364
Watchers,['Dean R. Koontz'],thriller,"Two creatures, the end result of experiments in genetic engineering and enhanced intelligence, escape from a government laboratory and bring either death and destruction or a touching new kind of love to those they encounter. Reissue.",['Fiction'],4,NOT_MATURE,611
The Little Drummer Girl,['John Le Carré'],thriller,"Charlie, a young English actress, meets a man on a Greek beach who draws her into a world of espionage and terror in the Middle East.",['Actresses'],4,NOT_MATURE,460
Sharp Objects,['Gillian Flynn'],thriller,"When two girls, aged nine and ten are abducted and killed in Wind Gap, Missouri, Camille Preaker is sent back to her home town to investigate and report on the crimes. Camille, self-described 'white trash from old money', is the daughter of one of the richest families in town. Long-haunted by a childhood tragedy and estranged from her mother for years, Camille suddenly finds herself installed once again in her family's Victorian mansion, reacquainting herself with her distant mother and the half-sister she barely knows, a precocious 13-year-old who holds a disquieting grip on the town and surrounds herself with a group of vampish teenage girls. As Camille struggles to remain detached from the evidence, her relationship with her neurotic, hypochondriac mother threatens to topple her hard-won mental stability. Working alongside the police chief and a special agent from out of town, Camille tries to uncover the mystery of who killed these little girls and why. But there are deeper psychological puzzles: Why does Camille identify so strongly with the dead girls? And how is this connected to the death of another sister years earlier?",['Children'],3.5,NOT_MATURE,254
Trust No One,['Paul Cleave'],thriller,"Jerry Grey is known to most of the world by his crime writing pseudonym, Henry Cutter--a name that has been keeping readers at the edge of their seats for more than a decade. Recently diagnosed with early onset Alzheimer's at the age of forty-nine, Jerry's crime writing days are coming to an end. His twelve books tell stories of brutal murders committed by bad men, of a world out of balance, of victims finding the darkest forms of justice. As his dementia begins to break down the wall between his life and the lives of the characters he has created, Jerry confesses his worst secret: The stories are real. He knows this because he committed the crimes. Those close to him, including the nurses at the care home where he now lives, insist that it is all in his head, that his memory is being toyed with and manipulated by his unfortunate disease. But if that were true, then why are so many bad things happening? Why are people dying?",['Fiction'],4,NOT_MATURE,352
Lost City,"['Clive Cussler', 'Paul Kemprecos']",thriller,"When an enzyme capable of prolonging life is discovered deep beneath the North Atlantic, NUMA Special Assignments Team leader Kurt Austin and his colleague, Joe Zavala, investigate a killer who is targeting the enzyme's harvesters and researchers.","['Austin, Kurt (Fictitious character)']",3,NOT_MATURE,662
Catching Fire,['Suzanne Collins'],thriller,Katniss Everdeen continues to struggle to protect herself and her family from the Capitol in this second novel from the bestselling Hunger Games trilogy.,['JUVENILE FICTION'],4,NOT_MATURE,391
