title,author,genre,description,category,rating,maturity rating,page count
"Over Sea, Under Stone",['Susan Cooper'],fantasy,Three siblings on vacation in Cornwall find an ancient manuscript which sends them on a dangerous quest that entraps them in the eternal battle between the forces of the Light and the Dark.,['Juvenile Fiction'],3.5,NOT_MATURE,304
Harry Potter and the Deathly Hallows,['J. K. Rowling'],fantasy,"""The final adventure in J.K. Rowling's phenomenal, best-selling Harry Potter book series""--Provided by publisher.",['Bildungsromans'],4.5,NOT_MATURE,792
The Dark Tower VII,['Stephen King'],fantasy,"The final installment in the epic series completes the quest of Roland Deschain, who works to outmaneuver the increasingly desperate acts of his adversaries and confronts losses within his circle of companions.",['Fiction'],4,NOT_MATURE,908
"The Story of a Puppet, Or, The Adventures of Pinocchio",['Carlo Collodi'],fantasy,No description,No category,0,Not rated,No data
Bridge to Terabithia,['Katherine Paterson'],fantasy,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",['Brothers and sisters'],4,NOT_MATURE,142
The Story of Little Black Sambo,['Helen Bannerman'],fantasy,"A little boy in India loses his fine new clothes to the tigers, but while they dispute who is the grandest tiger in the jungle he takes his fine clothes back again.",['Juvenile Fiction'],4,NOT_MATURE,72
Untitled Shannon Messenger #3,['Shannon Messenger'],fantasy,"Sophie's talents are getting stronger and, with the elusive Black Swan group ignoring her calls for help, she is determined to find her kidnappers but a daring mistake pushes her world to the edge of war, and soon she has exposed a a major conspiracy that could threaten all she loves.",['Juvenile Fiction'],5,NOT_MATURE,624
Where the Wild Things Are,['Shannon Messenger'],fantasy,No description,No category,0,Not rated,No data
A Wizard of Earthsea,['Ursula K. Le Guin'],fantasy,A boy grows to manhood while attempting to subdue the evil he unleashed on the world as an apprentice to the Master Wizard.,['Juvenile Fiction'],3.5,NOT_MATURE,268
Memories of Ice,['Steven Erikson'],fantasy,A third volume of the fantasy epic that began with Gardens of the Moon finds the uneasy alliance between Onearm's army and Whiskeyjack's Bridgeburners against the Pannion Domin empire further challenged by rumors that the Crippled God has escaped and is out for revenge. Reprint.,['Fiction'],4.5,NOT_MATURE,945
Six of Crows,['Leigh Bardugo'],fantasy,"The Grishaverse will be coming to Netflix soon with Shadow and Bone, an original series Enter the Grishaverse with the #1 New York Times-bestselling Six of Crows. Ketterdam: a bustling hub of international trade where anything can be had for the right price--and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone. . . . A convict with a thirst for revenge. A sharpshooter who can't walk away from a wager. A runaway with a privileged past. A spy known as the Wraith. A Heartrender using her magic to survive the slums. A thief with a gift for unlikely escapes. Six dangerous outcasts. One impossible heist. Kaz's crew is the only thing that might stand between the world and destruction--if they don't kill each other first. Six of Crows by Leigh Bardugo returns to the breathtaking world of the Grishaverse in this unforgettable tale about the opportunity--and the adventure--of a lifetime. ""Six of Crows is a twisty and elegantly crafted masterpiece that thrilled me from the beginning to end."" -New York Times-bestselling author Holly Black ""Six of Crows is] one of those all-too-rare, unputdownable books that keeps your eyes glued to the page and your brain scrambling to figure out what's going to happen next."" -Michael Dante DiMartino, co-creator of Avatar: The Last Airbender and The Legend of Korra ""There's conflict between morality and amorality and an appetite for sometimes grimace-inducing violence that recalls the Game of Thrones series. But for every bloody exchange there are pages of crackling dialogue and sumptuous description. Bardugo dives deep into this world, with full color and sound. If you're not careful, it'll steal all your time."" --The New York Times Book Review Praise for the Grishaverse ""A master of fantasy."" --The Huffington Post ""Utterly, extremely bewitching."" --The Guardian ""The best magic universe since Harry Potter."" --Bustle ""This is what fantasy is for."" --The New York Times Book Review "" A] world that feels real enough to have its own passport stamp."" --NPR ""The darker it gets for the good guys, the better."" --Entertainment Weekly ""Sultry, sweeping and picturesque. . . . Impossible to put down."" --USA Today ""There's a level of emotional and historical sophistication within Bardugo's original epic fantasy that sets it apart."" --Vanity Fair ""Unlike anything I've ever read."" --Veronica Roth, bestselling author of Divergent ""Bardugo crafts a first-rate adventure, a poignant romance, and an intriguing mystery "" --Rick Riordan, bestselling author of the Percy Jackson series ""This is a great choice for teenage fans of George R.R. Martin and J.R.R. Tolkien."" --RT Book Reviews Read all the books in the Grishaverse The Shadow and Bone Trilogy (previously published as The Grisha Trilogy) Shadow and Bone Siege and Storm Ruin and Rising The Six of Crows Duology Six of Crows Crooked Kingdom The Language of Thorns: Midnight Tales and Dangerous Magic",['Young Adult Fiction'],4,NOT_MATURE,479
The Wind in the Willows,['Kenneth Grahame'],fantasy,"The Wind in the Willows is a children's novel by Kenneth Grahame, first published in 1908. Alternately slow moving and fast paced, it focuses on four anthropomorphised animals. The novel is notable for its mixture of mysticism, adventure, morality, and camaraderie and celebrated for its evocation of the nature of the Thames valley.In 1908, Grahame retired from his position as secretary of the Bank of England. He moved back to Berkshire, where he had lived as a child and spent his time by the River Thames doing much as the animal characters in his book do, namely, as one of the phrases from the book says, ""simply messing about in boats"" and expanding the bedtime stories he had earlier told his son Alistair into a manuscript for the book.....With the arrival of spring and fine weather outside, the good-natured Mole loses patience with spring cleaning. He flees his underground home, emerging to take in the air and ends up at the river, which he has never seen before. Here he meets Rat (a water vole), who at this time of year spends all his days in, on and close by the river. Rat takes Mole for a ride in his rowing boat. They get along well and spend many more days boating, with Rat teaching Mole the ways of the river....",['Animals'],4,NOT_MATURE,320
The Realms of the Gods,['Tamora Pierce'],fantasy,"When Daine and her mage teacher Numair arrive in the Divine Realms, Daine finally learns the truth surrounding her mysterious parentage, while war erupts on Tortall, forcing Daine and Numair to return home and save Tortall from destruction.",['Juvenile Fiction'],4,NOT_MATURE,297
Siege and Storm,['Leigh Bardugo'],fantasy,"Hunted across the True Sea and haunted by the lives she took on the Fold, Alina must try to make a life with Mal in an unfamiliar land, all while keeping her identity as the Sun Summoner a secret. This edition of the second novel of the Grisha TrilogyNthe follow-up to the ""New York Times"" bestseller ""Shadow and Bone""Nincludes bonus content.",['Juvenile Fiction'],3.5,NOT_MATURE,497
Page,['Tamora Pierce'],fantasy,Fantasy-roman.,['Fantasy'],4,NOT_MATURE,284
The Left Hand of Darkness,"['Ursula K. Le Guin', 'Ursula Le Guin']",fantasy,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants can change their gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters. Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction. Copyright © Libri GmbH. All rights reserved.",['Fiction'],5,NOT_MATURE,328
The Pillars of Creation,['Terry Goodkind'],fantasy,"Seeking to silence the inhuman voices in her head, young Lauren triggers a series of events that forces her to participate in a vengeful quest, pitting Richard Rahl and his wife Kahlan against a relentless demonic force.",['Fiction'],3.5,NOT_MATURE,574
Dragonsong,['Anne McCaffrey'],fantasy,"On the planet Pern, after her father forbids her to indulge in music in any way, fifteen-year-old Menolly, runs away and takes shelter with the planet's fire lizards who, along with her music, open a new life for her.",['Juvenile Fiction'],4,NOT_MATURE,224
The Fellowship of the Ring,['John Ronald Reuel Tolkien'],fantasy,The first book in the Lord of the rings trilogy.,['Adventure stories'],4,NOT_MATURE,580
Jumanji,['John Ronald Reuel Tolkien'],fantasy,No description,No category,0,Not rated,No data
"Classics Reimagined, The Wonderful Wizard of Oz",['L. Frank Baum'],fantasy,No description,No category,0,Not rated,No data
The Plague,['Albert Camus'],fiction,"“Its relevance lashes you across the face.” —Stephen Metcalf, The Los Angeles Times • “A redemptive book, one that wills the reader to believe, even in a time of despair.” —Roger Lowenstein, The Washington Post A haunting tale of human resilience and hope in the face of unrelieved horror, Albert Camus' iconic novel about an epidemic ravaging the people of a North African coastal town is a classic of twentieth-century literature. The townspeople of Oran are in the grip of a deadly plague, which condemns its victims to a swift and horrifying death. Fear, isolation and claustrophobia follow as they are forced into quarantine. Each person responds in their own way to the lethal disease: some resign themselves to fate, some seek blame, and a few, like Dr. Rieux, resist the terror. An immediate triumph when it was published in 1947, The Plague is in part an allegory of France's suffering under the Nazi occupation, and a timeless story of bravery and determination against the precariousness of human existence.",['Fiction'],4.5,NOT_MATURE,312
The Odyssey of Homer,['Homer'],fiction,"Homer's epic chronicle of the Greek hero Odysseus' journey home from the Trojan War has inspired writers from Virgil to James Joyce. Odysseus survives storm and shipwreck, the cave of the Cyclops and the isle of Circe, the lure of the Sirens' song and a trip to the Underworld, only to find his most difficult challenge at home, where treacherous suitors seek to steal his kingdom and his loyal wife, Penelope. Favorite of the gods, Odysseus embodies the energy, intellect, and resourcefulness that were of highest value to the ancients and that remain ideals in out time. In this new verse translation, Allen Mandelbaum--celebrated poet and translator of Virgil's Aeneid and Dante's Divine Comedy --realizes the power and beauty of the original Greek verse and demonstrates why the epic tale of The Odyssey has captured the human imagination for nearly three thousand years.",['Fiction'],4.5,NOT_MATURE,560
